candidate,,Bennet,Bennet,Bennet,Biden,Biden,Biden,Bloomberg,Bloomberg,Bloomberg,Buttigieg,Buttigieg,Buttigieg,Delaney,Delaney,Delaney,Gabbard,Gabbard,Gabbard,Klobuchar,Klobuchar,Klobuchar,Patrick,Patrick,Patrick,Sanders,Sanders,Sanders,Steyer,Steyer,Steyer,Warren,Warren,Warren,Yang,Yang,Yang,Other,Other,Other,Uncommitted,Uncommitted,Uncommitted
round,,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE
Mahaska,ADAMS - MONROE - PLEASANT GROVE - UNION,0,0,0,4,4,0.16,0,0,0.0,3,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,2,0,0.0,0,0,0.0,2,4,0.16,0,0,0.0,0,0,0.0,0,0,0.0
Mahaska,BLACK OAK SCOTT,0,0,0,0,0,0.0,0,0,0.0,8,13,0.16,0,0,0,0,0,0.0,4,0,0.0,0,0,0,2,1,0.0,0,0,0.0,5,5,0.16,0,0,0.0,0,0,0.0,0,0,0.0
Mahaska,E&W DES MOINES - JEFFERSON,0,0,0,2,0,0.0,0,0,0.0,3,4,0.16,0,0,0,0,0,0.0,0,7,0.16,0,0,0,2,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,0,0,0.0,1,0,0.0
Mahaska,OSKALOOSA WARD 3 - UNIVERSITY PARK,0,0,0,14,15,0.32,0,0,0.0,23,28,0.48,0,0,0,0,0,0.0,4,1,0.0,0,0,0,23,26,0.48,2,0,0.0,14,14,0.16,11,7,0.0,0,0,0.0,0,0,0.0
Mahaska,SPRING CREEK,0,0,0,8,9,0.16,0,0,0.0,16,16,0.16,0,0,0,0,0,0.0,0,0,0.0,0,0,0,11,11,0.16,0,0,0.0,6,0,0.0,6,0,0.0,0,0,0.0,0,0,0.0
Mahaska,PRAIRIE - RICHLAND,0,0,0,0,0,0.0,0,0,0.0,8,8,0.16,0,0,0,0,0,0.0,8,9,0.16,0,0,0,13,16,0.16,1,0,0.0,3,0,0.0,6,6,0.16,0,0,0.0,0,0,0.0
Mahaska,CEDAR - HARRISON - WHITE OAK,0,0,0,10,10,0.16,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,9,14,0.16,0,0,0,15,16,0.16,0,0,0.0,5,0,0.0,8,8,0.16,0,0,0.0,0,0,0.0
Mahaska,GARFIELD-LINCOLN-MADISON,0,0,0,7,8,0.16,0,0,0.0,11,11,0.16,0,0,0,0,0,0.0,2,0,0.0,0,0,0,6,8,0.16,0,0,0.0,4,5,0.0,2,0,0.0,0,0,0.0,0,0,0.0
Mahaska,OSKALOOSA WARD 4,0,0,0,23,25,0.16,0,0,0.0,26,28,0.32,0,0,0,0,0,0.0,17,27,0.16,0,0,0,38,40,0.32,3,0,0.0,24,29,0.32,17,0,0.0,0,0,0.0,6,5,0.0
Mahaska,OSKALOOSA WARD 1,0,0,0,2,0,0.0,0,0,0.0,20,23,0.32,0,0,0,0,0,0.0,5,0,0.0,0,0,0,20,20,0.32,0,0,0.0,13,15,0.16,12,13,0.16,0,0,0.0,0,0,0.0
Mahaska,OSKALOOSA WARD 2,0,0,0,12,3,0.0,0,0,0.0,18,22,0.16,0,0,0,0,0,0.0,0,0,0.0,0,0,0,24,26,0.32,0,0,0.0,24,27,0.32,22,23,0.32,0,0,0.0,1,0,0.0
Marion,Otley,0,0,0,14,14,0.18,0,0,0.0,23,26,0.36,0,0,0,0,0,0.0,15,19,0.36,0,0,0,14,18,0.18,0,0,0.0,10,0,0.0,3,0,0.0,0,0,0.0,1,0,0.0
Marion,Pella 2,0,0,0,11,0,0.0,0,0,0.0,29,34,0.36,0,0,0,0,0,0.0,25,31,0.36,0,0,0,20,22,0.18,0,0,0.0,21,24,0.36,9,0,0.0,0,0,0.0,3,0,0.0
Marion,Indiana Township,0,0,0,4,0,0.0,0,0,0.0,8,11,0.18,0,0,0,0,0,0.0,3,0,0.0,0,0,0,4,11,0.18,0,0,0.0,3,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
Marion,Lake Prairie Township,0,0,0,17,17,0.18,0,0,0.0,23,23,0.36,0,0,0,0,0,0.0,18,18,0.18,0,0,0,10,10,0.18,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
Marion,Pleasantville,0,0,0,29,31,0.36,0,0,0.0,44,58,0.9,0,0,0,0,0,0.0,21,29,0.36,0,0,0,28,31,0.54,7,0,0.0,12,0,0.0,7,0,0.0,0,0,0.0,4,0,0.0
Marion,Dallas,0,0,0,6,8,0.18,0,0,0.0,15,20,0.72,0,0,0,0,0,0.0,5,0,0.0,0,0,0,6,7,0.18,0,0,0.0,4,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
Marion,Knoxville 4,0,0,0,13,13,0.18,0,0,0.0,25,30,0.54,0,0,0,0,0,0.0,6,0,0.0,0,0,0,8,0,0.0,1,0,0.0,6,16,0.18,1,0,0.0,0,0,0.0,0,0,0.0
Marion,Washington Township,0,0,0,0,0,0.0,0,0,0.0,12,12,0.18,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,7,7,0.18,0,0,0.0,0,0,0.0,0,0,0.0
Marion,Knoxville 2,0,0,0,11,11,0.18,0,0,0.0,20,27,0.36,0,0,0,0,0,0.0,11,11,0.18,0,0,0,10,0,0.0,0,0,0.0,17,22,0.36,2,0,0.0,0,0,0.0,0,0,0.0
Marion,Liberty,0,0,0,5,8,0.18,0,0,0.0,7,7,0.18,0,0,0,0,0,0.0,0,0,0.0,0,0,0,1,0,0.0,0,0,0.0,3,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
Marion,Clay,0,0,0,0,0,0.0,0,0,0.0,8,9,0.18,0,0,0,0,0,0.0,7,8,0.18,0,0,0,2,0,0.0,0,0,0.0,3,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
Marion,Pella 1,0,0,0,18,21,0.18,2,0,0.0,39,52,0.54,0,0,0,0,0,0.0,15,0,0.0,0,0,0,24,25,0.36,0,0,0.0,17,21,0.18,5,0,0.0,0,0,0.0,0,0,0.0
Marion,Knoxville 3,0,0,0,9,0,0.0,0,0,0.0,31,39,0.9,0,0,0,0,0,0.0,11,17,0.36,0,0,0,15,19,0.36,0,0,0.0,7,0,0.0,0,0,0.0,0,0,0.0,2,0,0.0
Marion,Pella 3,0,0,0,18,21,0.18,0,0,0.0,36,37,0.36,0,0,0,1,0,0.0,30,32,0.36,0,0,0,18,23,0.36,2,0,0.0,21,23,0.18,8,0,0.0,0,0,0.0,2,0,0.0
Marion,Pella 4,0,0,0,12,0,0.0,0,0,0.0,40,57,0.36,0,0,0,0,0,0.0,17,0,0.0,0,0,0,53,53,0.36,1,0,0.0,22,30,0.18,25,29,0.18,0,0,0.0,0,0,0.0
Marion,Knoxville Township,0,0,0,17,17,0.18,0,0,0.0,30,34,0.54,0,0,0,0,0,0.0,18,19,0.36,0,0,0,21,23,0.36,0,0,0.0,8,1,0.0,17,17,0.18,0,0,0.0,0,0,0.0
Marshall,MARSHALLTOWN 4-2,0,0,0,23,31,0.48,0,0,0.0,31,41,0.64,0,0,0,0,0,0.0,12,0,0.0,0,0,0,41,47,0.64,7,0,0.0,26,31,0.48,10,0,0.0,0,0,0.0,0,0,0.0
Marshall,MARSHALLTOWN 3-2,2,0,0,40,46,0.8,1,0,0.0,31,47,0.96,0,0,0,0,0,0.0,23,0,0.0,0,0,0,57,65,1.12,0,0,0.0,20,0,0.0,0,0,0.0,0,0,0.0,0,16,0.0
Marshall,MARSHALLTOWN 4-1,1,0,0,24,25,0.48,0,0,0.0,29,33,0.64,0,0,0,0,0,0.0,3,0,0.0,0,0,0,47,59,0.96,3,0,0.0,8,0,0.0,6,0,0.0,0,0,0.0,0,0,0.0
Marshall,MARSHALLTOWN 1-1,0,0,0,12,15,0.32,0,0,0.0,1,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,56,60,1.12,0,0,0.0,5,0,0.0,1,0,0.0,0,0,0.0,0,0,0.0
Marshall,MARSHALLTOWN 3-1,0,0,0,26,26,0.48,0,0,0.0,25,26,0.48,0,0,0,0,0,0.0,21,22,0.32,0,0,0,37,39,0.64,0,0,0.0,25,25,0.32,3,0,0.0,1,0,0.0,1,1,0.0
Marshall,MARSHALLTOWN 2-1,1,0,0,12,0,0.0,0,0,0.0,39,55,0.8,0,0,0,0,0,0.0,16,0,0.0,0,0,0,44,45,0.64,1,0,0.0,18,29,0.48,3,0,0.0,0,0,0.0,1,0,0.0
Marshall,MARION / VIENNA,0,0,0,11,11,0.16,0,0,0.0,16,16,0.16,0,0,0,0,0,0.0,8,8,0.16,0,0,0,2,0,0.0,0,0,0.0,10,12,0.16,0,0,0.0,0,0,0.0,0,0,0.0
Marshall,TIMBER CREEK,0,0,0,9,9,0.16,0,0,0.0,7,7,0.16,0,0,0,0,0,0.0,7,7,0.16,0,0,0,5,0,0.0,6,6,0.16,2,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
Marshall,MARIETTA / WASHINGTON,0,0,0,5,5,0.16,0,0,0.0,12,15,0.16,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,3,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
Marshall,MARSHALLTOWN 2-2,0,0,0,23,26,0.48,0,0,0.0,35,45,0.64,0,0,0,0,0,0.0,20,0,0.0,0,0,0,51,52,0.8,6,0,0.0,25,33,0.48,0,0,0.0,0,0,0.0,0,4,0.0
Marshall,MARSHALLTOWN 1-2,0,0,0,16,18,0.32,0,0,0.0,11,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,48,50,0.8,2,0,0.0,7,0,0.0,0,0,0.0,0,0,0.0,0,16,0.32
Marshall,JEFFERSON,0,0,0,7,8,0.16,0,0,0.0,10,14,0.16,0,0,0,0,0,0.0,4,0,0.0,0,0,0,6,6,0.16,0,0,0.0,2,1,0.0,0,0,0.0,0,0,0.0,1,1,0.0
Marshall,LIBERTY / MINERVA,1,0,0,4,0,0.0,0,0,0.0,2,6,0.0,0,0,0,0,0,0.0,2,0,0.0,0,0,0,5,9,0.16,1,0,0.0,3,6,0.16,4,1,0.0,0,0,0.0,0,0,0.0
Marshall,EDEN / LOGAN,0,0,0,5,0,0.0,0,0,0.0,32,35,0.64,0,0,0,0,0,0.0,10,14,0.32,0,0,0,6,10,0.16,1,0,0.0,4,0,0.0,0,0,0.0,0,0,0.0,1,0,0.0
Marshall,LEGRAND,0,0,0,7,7,0.32,0,0,0.0,6,6,0.16,0,0,0,0,0,0.0,0,0,0.0,0,0,0,5,5,0.16,0,0,0.0,10,10,0.32,0,0,0.0,0,0,0.0,0,0,0.0
Marshall,BANGOR/LISCOMB,0,0,0,8,9,0.16,0,0,0.0,5,12,0.16,0,0,0,0,0,0.0,4,0,0.0,0,0,0,5,7,0.16,1,0,0.0,5,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
Marshall,TAYLOR,0,0,0,8,11,0.32,0,0,0.0,14,16,0.32,0,0,0,0,0,0.0,2,0,0.0,0,0,0,2,6,0.16,2,0,0.0,2,0,0.0,3,0,0.0,0,0,0.0,2,2,0.0
Marshall,GREEN CASTLE,0,0,0,4,0,0.0,0,0,0.0,7,11,0.16,0,0,0,0,0,0.0,2,8,0.16,0,0,0,6,8,0.16,0,0,0.0,5,0,0.0,3,0,0.0,0,0,0.0,0,0,0.0
Marshall,STATE CENTER,0,0,0,17,19,0.32,0,0,0.0,27,36,0.48,0,0,0,1,0,0.0,5,0,0.0,0,0,0,16,21,0.32,1,0,0.0,7,0,0.0,2,0,0.0,0,0,0.0,0,0,0.0
Mills,Glenwood Ward 2,0,0,0,8,8,0.1556,0,0,0.0,12,13,0.1556,0,0,0,0,0,0.0,4,0,0.0,0,0,0,13,16,0.3111,2,0,0.0,2,7,0.1556,3,0,0.0,0,0,0.0,0,0,0.0
Mills,Glenwood Ward 3,0,0,0,15,16,0.3111,1,0,0.0,15,16,0.3111,0,0,0,0,0,0.0,13,13,0.1556,0,0,0,11,11,0.1556,1,0,0.0,13,13,0.1556,0,0,0.0,0,0,0.0,0,0,0.0
Mills,Oak/St. Mary,0,0,0,21,27,0.3111,0,0,0.0,29,48,0.6222,0,0,0,1,0,0.0,9,0,0.0,0,0,0,20,26,0.3111,0,0,0.0,14,0,0.0,6,0,0.0,0,0,0.0,1,0,0.0
Mills,Pacific Junction/Lyons/Platville,0,0,0,2,3,0.1556,0,0,0.0,6,6,0.1556,0,0,0,0,0,0.0,0,0,0.0,0,0,0,3,3,0.1556,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
Mills,Glenwood Ward 1,0,0,0,2,0,0.0,0,0,0.0,14,14,0.3111,0,0,0,0,0,0.0,3,6,0.1556,0,0,0,9,9,0.1556,2,0,0.0,5,6,0.1556,1,0,0.0,0,0,0.0,0,0,0.0
Mills,Glenwood Township,0,0,0,5,5,0.0,0,0,0.0,6,6,0.1556,0,0,0,0,0,0.0,7,7,0.1556,0,0,0,6,7,0.1556,0,0,0.0,6,6,0.1556,1,0,0.0,0,0,0.0,0,0,0.0
Mills,Emerson/Hastings/Indian Creek,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,6,7,0.1556,0,0,0,4,0,0.0,0,0,0.0,5,5,0.1556,0,0,0.0,0,0,0.0,0,0,0.0
Mills,Deer Creek/White Cloud,0,0,0,0,0,0.0,0,0,0.0,2,2,0.0,0,0,0,0,0,0.0,4,4,0.1556,0,0,0,2,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
Mills,Silver City/Ingraham,0,0,0,4,4,0.1556,0,0,0.0,1,1,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,1,0,0.0,3,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
Mills,Henderson/Anderson,0,0,0,0,0,0.0,0,0,0.0,5,6,0.1556,0,0,0,0,0,0.0,3,3,0.0,0,0,0,5,5,0.0,0,0,0.0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
Mills,Malvern/Tabor/Center Twp/Rawles Twp/Silver Creek,0,0,0,16,16,0.1556,0,0,0.0,26,27,0.4667,0,0,0,0,0,0.0,0,0,0.0,0,0,0,28,28,0.4667,1,0,0.0,13,13,0.1556,0,0,0.0,0,0,0.0,0,0,0.0
Mitchell,Mitchell 10,0,0,0,0,0,0.0,0,0,0.0,9,9,0.15,0,0,0,0,0,0.0,8,8,0.15,0,0,0,4,4,0.075,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
Mitchell,Mitchell 11,0,0,0,7,7,0.075,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,12,12,0.075,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,5,5,0.075,0,0,0.0,0,0,0.0
Mitchell,Mitchell 12,0,0,0,3,3,0.075,0,0,0.0,1,1,0.075,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
Mitchell,Mitchell 7,0,0,0,3,0,0.0,0,0,0.0,11,12,0.225,0,0,0,0,0,0.0,6,9,0.225,0,0,0,3,0,0.0,2,0,0.0,7,10,0.225,1,0,0.0,0,0,0.0,0,0,0.0
Mitchell,OSAGE 03 (Mitchell 7),0,0,0,5,6,0.15,0,0,0.0,3,0,0.0,0,0,0,0,0,0.0,10,14,0.225,0,0,0,2,0,0.0,0,0,0.0,7,7,0.15,1,0,0.0,0,0,0.0,0,0,0.0
Mitchell,OSAGE 02 (Mitchell 6),0,0,0,4,6,0.075,0,0,0.0,9,11,0.15,0,0,0,0,0,0.0,8,11,0.15,0,0,0,4,0,0.0,1,0,0.0,6,9,0.075,2,0,0.0,0,0,0.0,3,0,0.0
Mitchell,OSAGE 04 (Mitchell 8),0,0,0,5,5,0.075,0,0,0.0,10,10,0.225,0,0,0,0,0,0.0,8,9,0.225,0,0,0,2,0,0.0,0,0,0.0,5,6,0.15,2,2,0.0,0,0,0.0,0,0,0.0
Mitchell,Mitchell 6,0,0,0,1,0,0.0,0,0,0.0,7,9,0.225,0,0,0,0,0,0.0,11,12,0.225,0,0,0,1,0,0.0,0,0,0.0,7,7,0.15,1,0,0.0,0,0,0.0,0,0,0.0
Mitchell,Mitchell 5,0,0,0,4,4,0.075,0,0,0.0,6,6,0.075,0,0,0,0,0,0.0,8,8,0.15,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
Mitchell,OSAGE 01 (Mitchell 5),0,0,0,8,11,0.225,0,0,0.0,3,0,0.0,0,0,0,0,0,0.0,6,8,0.15,0,0,0,6,8,0.15,0,0,0.0,4,0,0.0,5,5,0.075,0,0,0.0,0,0,0.0
Mitchell,Mitchell 8,0,0,0,9,14,0.15,0,0,0.0,2,0,0.0,0,0,0,1,0,0.0,13,15,0.225,0,0,0,7,12,0.15,4,0,0.0,5,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
Monona,MOORHEAD SOLDIER SOLDIER CITY SPRING VALLEY WILLOW,0,0,0,0,0,0.0,0,0,0.0,7,7,0.1,0,0,0,0,0,0.0,5,7,0.1,0,0,0,4,4,0.05,0,0,0.0,7,7,0.1,0,0,0.0,0,0,0.0,2,0,0.0
Monona,ONAWA Ward 3,0,0,0,1,0,0.0,0,0,0.0,4,4,0.1,0,0,0,0,0,0.0,0,0,0.0,0,0,0,2,3,0.05,4,4,0.1,3,3,0.1,0,0,0.0,0,0,0.0,0,0,0.0
Monona,ST CLAIR UTE,0,0,0,0,0,0.0,0,0,0.0,3,3,0.05,0,0,0,0,0,0.0,3,3,0.05,0,0,0,2,2,0.05,0,0,0.0,3,3,0.05,0,0,0.0,0,0,0.0,0,0,0.0
Monona,CASTANA CENTER JORDAN,0,0,0,0,0,0.0,0,0,0.0,3,3,0.05,0,0,0,0,0,0.0,3,3,0.05,0,0,0,2,2,0.05,0,0,0.0,5,5,0.05,0,0,0.0,0,0,0.0,0,0,0.0
Monona,FAIRVIEW GRANT LAKE RODNEY WEST FORK WHITING,1,0,0,9,9,0.15,0,0,0.0,6,7,0.15,0,0,0,0,0,0.0,2,0,0.0,0,0,0,1,0,0.0,6,6,0.1,6,7,0.15,0,0,0.0,0,0,0.0,0,2,0.0
Monona,SHERMAN SE FRANKLIN BLENCOE SIOUX,0,0,0,4,4,0.05,0,0,0.0,3,4,0.05,0,0,0,0,0,0.0,5,6,0.1,0,0,0,0,0,0.0,2,0,0.0,5,5,0.1,0,0,0.0,0,0,0.0,0,0,0.0
Monona,ONAWA Ward 2- NE Franklin,0,0,0,7,7,0.1,0,0,0.0,6,6,0.1,0,0,0,0,0,0.0,0,0,0.0,0,0,0,2,2,0.0,0,0,0.0,7,7,0.15,0,0,0.0,0,0,0.0,0,0,0.0
Monona,ASHTON BELVIDERE KENNEBEC LINCOLN FRANKLIN TURIN,0,0,0,0,0,0.0,0,0,0.0,4,4,0.1,0,0,0,0,0,0.0,8,8,0.15,0,0,0,4,4,0.1,0,0,0.0,3,3,0.05,0,0,0.0,0,0,0.0,0,0,0.0
Monona,ONAWA Ward 1,0,0,0,2,2,0.05,0,0,0.0,3,4,0.15,0,0,0,0,0,0.0,0,0,0.0,0,0,0,2,3,0.1,0,0,0.0,0,0,0.0,1,0,0.0,0,0,0.0,1,0,0.0
Monona,COOPER MAPLE MAPLETON,0,0,0,12,20,0.4,0,0,0.0,8,9,0.15,0,0,0,0,0,0.0,0,0,0.0,0,0,0,7,7,0.1,0,0,0.0,7,7,0.1,0,0,0.0,0,0,0.0,0,0,0.0
Monona,ONAWA Ward 4,0,0,0,1,0,0.0,0,0,0.0,3,4,0.1,0,0,0,0,0,0.0,1,0,0.0,0,0,0,3,5,0.15,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0.0
Monroe,CTHSE - Monroe Precinct 5,0,0,0,5,0,0.0,0,0,0.0,8,9,0.1846,0,0,0,0,0,0.0,9,13,0.2769,0,0,0,6,8,0.1846,1,0,0.0,7,7,0.1385,1,0,0.0,0,0,0.0,0,0,0.0
Monroe,No. 3-Albia Third Ward,0,0,0,0,0,0.0,0,0,0.0,4,4,0.1385,0,0,0,0,0,0.0,3,3,0.1385,0,0,0,2,3,0.0923,0,0,0.0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
Monroe,LOVILIA - Monroe Precinct 6,0,0,0,5,5,0.0462,0,0,0.0,10,12,0.1846,0,0,0,0,0,0.0,1,0,0.0,0,0,0,6,6,0.0923,0,0,0.0,7,7,0.0923,1,0,0.0,0,0,0.0,0,0,0.0
Monroe,No. 2-Albia Second Ward,0,0,0,8,8,0.1385,0,0,0.0,4,4,0.0462,0,0,0,0,0,0.0,0,0,0.0,0,0,0,4,4,0.0462,3,5,0.0462,0,0,0.0,2,0,0.0,0,0,0.0,0,0,0.0
Monroe,No. 4-Albia Fourth Ward,0,0,0,4,6,0.0923,0,0,0.0,3,0,0.0,0,0,0,0,0,0.0,5,6,0.0923,0,0,0,9,9,0.1385,0,0,0.0,4,4,0.0923,0,0,0.0,0,0,0.0,0,0,0.0
Monroe,MELROSE - Monroe Precinct 7,0,0,0,4,6,0.0923,0,0,0.0,6,6,0.0923,0,0,0,0,0,0.0,1,3,0.0462,0,0,0,2,0,0.0,0,0,0.0,0,0,0.0,2,0,0.0,0,0,0.0,0,0,0.0
Monroe,No. 1-Albia First Ward,0,0,0,9,10,0.1846,0,0,0.0,9,14,0.2769,0,0,0,0,0,0.0,2,0,0.0,0,0,0,1,0,0.0,3,0,0.0,2,0,0.0,2,0,0.0,0,0,0.0,0,0,0.0
Montgomery,5 PILOT GROVE FRANKFORT DOUGLAS WASH TWP GRANT,0,0,0,1,0,0.0,0,0,0.0,9,9,0.08,0,0,0,0,0,0.0,8,8,0.08,0,0,0,0,0,0.0,0,0,0.0,5,6,0.08,0,0,0.0,0,0,0.0,0,0,0.0
Montgomery,4 GRFLD LNCLN SHER PILOT GROVE TWP ELLIOTT,0,0,0,4,4,0.08,0,0,0.0,5,6,0.08,0,0,0,0,0,0.0,5,6,0.08,0,0,0,0,0,0.0,2,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
Montgomery,WARD3 SHERMAN PILOT GROVE FRANKFORT RO TWP,0,0,0,14,18,0.32,0,0,0.0,14,18,0.32,0,0,0,0,0,0.0,15,22,0.32,0,0,0,5,1,0.0,0,0,0.0,4,0,0.0,5,0,0.0,0,0,0.0,2,0,0.0
Montgomery,WARD1 PILOT GROVE FRANKFORT RO TWP,0,0,0,11,11,0.16,0,0,0.0,11,15,0.24,0,0,0,0,0,0.0,4,0,0.0,0,0,0,13,13,0.24,0,0,0.0,7,7,0.16,0,0,0.0,0,0,0.0,0,0,0.0
Montgomery,6 WEST GRANT SCOTT TWP COBURG STANTON,0,0,0,0,0,0.0,2,0,0.0,7,7,0.08,0,0,0,0,0,0.0,3,0,0.0,0,0,0,10,10,0.16,3,6,0.08,5,8,0.08,1,0,0.0,0,0,0.0,0,0,0.0
Montgomery,7 SCOTT EAST TWP VILLISCA,0,0,0,1,1,0.0,0,0,0.0,14,17,0.32,0,0,0,0,0,0.0,4,0,0.0,0,0,0,8,8,0.16,0,0,0.0,6,6,0.08,0,0,0.0,0,0,0.0,0,1,0.0
Montgomery,WARD2 SHERMAN RO TWP,0,0,0,11,11,0.16,2,0,0.0,15,19,0.32,0,0,0,0,0,0.0,2,0,0.0,0,0,0,16,18,0.32,2,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
Muscatine,Muscatine 04th,0,0,0,0,0,0.0,0,0,0.0,26,26,0.3333,0,0,0,0,0,0.0,0,0,0.0,0,0,0,37,37,0.6667,0,0,0.0,12,12,0.1667,0,0,0.0,0,0,0.0,0,0,0.0
Muscatine,West Liberty 2,0,0,0,15,16,0.1667,0,0,0.0,8,4,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,47,48,0.6667,0,0,0.0,21,24,0.3333,1,0,0.0,0,0,0.0,0,0,0.0
Muscatine,Muscatine 10th,0,0,0,18,30,0.5,0,0,0.0,14,20,0.3333,0,0,0,1,0,0.0,7,0,0.0,0,0,0,28,35,0.6667,4,0,0.0,10,5,0.0,11,3,0.0,0,0,0.0,0,0,0.0
Muscatine,West Liberty/Wapsie-WL1 C,0,0,0,8,0,0.0,0,0,0.0,32,48,0.6667,0,0,0,0,0,0.0,12,0,0.0,0,0,0,49,55,0.8333,0,0,0.0,29,34,0.5,14,0,0.0,0,0,0.0,0,0,0.0
Muscatine,Pike-City,0,0,0,8,8,0.1667,0,0,0.0,8,9,0.1667,0,0,0,0,0,0.0,0,0,0.0,0,0,0,7,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,6,0.0
Muscatine,Orono-City,0,0,0,2,2,0.0,0,0,0.0,1,1,0.0,0,0,0,0,0,0.0,2,2,0.0,0,0,0,4,1,0.0,1,3,0.0,3,0,0.1667,0,0,0.0,0,0,0.0,1,1,0.0
Muscatine,Fruitland Two/Lake-Fruitl,0,0,0,0,0,0.0,0,0,0.0,13,16,0.1667,0,0,0,0,0,0.0,6,7,0.1667,0,0,0,0,0,0.0,0,0,0.0,5,7,0.1667,0,0,0.0,0,0,0.0,0,0,0.0
Muscatine,Seventy-Six/Cedar-Seventy,0,0,0,3,0,0.0,0,0,0.0,6,11,0.1667,0,0,0,0,0,0.0,6,7,0.1667,0,0,0,0,0,0.0,3,0,0.0,7,8,0.1667,0,0,0.0,1,0,0.0,1,0,0.0
Muscatine,Muscatine 06th,4,0,0,22,9,0.0,0,0,0.0,60,73,0.8333,0,0,0,0,0,0.0,17,40,0.5,0,0,0,34,44,0.5,7,0,0.0,20,5,0.0,7,0,0.0,0,0,0.0,0,0,0.0
Muscatine,Wilton City,0,0,0,15,19,0.3333,1,0,0.0,25,33,0.5,0,0,0,0,0,0.0,11,0,0.0,0,0,0,22,26,0.5,0,0,0.0,21,21,0.3333,5,0,0.0,0,0,0.0,0,0,0.0
Muscatine,Muscatine 07th,0,0,0,11,13,0.3333,0,0,0.0,10,10,0.1667,0,0,0,0,0,0.0,2,0,0.0,0,0,0,27,27,0.5,0,0,0.0,10,10,0.1667,1,0,0.0,0,0,0.0,0,0,0.0
Muscatine,Muscatine 09th,0,0,0,26,26,0.3333,0,0,0.0,42,42,0.5,0,0,0,0,0,0.0,0,0,0.0,0,0,0,44,44,0.5,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
Muscatine,Muscatine 01st,0,0,0,23,23,0.3333,0,0,0.0,21,22,0.3333,0,0,0,0,0,0.0,16,20,0.3333,0,0,0,36,37,0.5,0,0,0.0,16,19,0.3333,9,0,0.0,0,0,0.0,0,0,0.0
Muscatine,Muscatine 03rd,0,0,0,15,17,0.3333,0,0,0.0,13,15,0.1667,0,0,0,1,1,0.0,6,0,0.0,0,0,0,30,33,0.5,1,0,0.0,9,15,0.1667,6,0,0.0,0,0,0.0,0,0,0.0
